id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
57stogOR,False,1463310000000.0,1463310000000.0,33,outoftime,white,12+0,corruptbishop,1536,tsuge,1651,e4 e5 Nf3 Nc6 c3 g5 d4 Bg7 d5 Nce7 Bxg5 f6 Be3 b6 Nh4 d6 Qh5+ Kf8 Be2 Qe8 Na3 Qxh5 Bxh5 a6 O-O c6 dxc6 Nxc6 Nc4 Nge7 Nxd6 b5 Nf7,C44,Ponziani Opening,5
MoJv5gz3,True,1489630000000.0,1489630000000.0,58,outoftime,black,7+2,cameronl86,1657,pieretti,1927,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 Re1 d6 h3 O-O c3 Be6 Bxe6 fxe6 d4 exd4 cxd4 Bb6 a3 Qe8 Nc3 e5 d5 Ne7 b4 h6 Na4 Ng6 Nxb6 cxb6 Bb2 Qd7 Qd3 Nf4 Qf1 Rf7 Nh4 Nh7 Nf5 Rxf5 exf5 Qxf5 Re3 Rf8 Rd1 g5 Rf3 Qc2 Bc1 Ne2+ Kh1 Rxf3 gxf3 Nd4 Rd2 Qf5,C50,Giuoco Piano,6
bmyC1oNK,True,1489550000000.0,1489550000000.0,90,outoftime,black,10+5,cameronl86,1671,mhi,1709,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Be7 Nc3 O-O Re1 Nxe4 Bxf7+ Rxf7 Rxe4 d6 h3 Bf5 Re1 Be6 d3 Qd7 Ne4 Raf8 Neg5 Bxg5 Nxg5 Rxf2 Qh5 h6 Nxe6 Qxe6 g4 Qd5 Re4 Qc5 Be3 Qxc2 Bxf2 Qxf2+ Kh1 Nd4 Rg1 Ne2 Rg2 Qf1+ Kh2 Nf4 Rxf4 Qxf4+ Kh1 Qf3 Qg6 Rf6 Qh5 Qxd3 g5 Rg6 gxh6 Rxh6 Qe8+ Kh7 Rxg7+ Kxg7 Qe7+ Kg6 Qe8+ Kg5 Qe7+ Kh5 Qf7+ Rg6 Qh7+ Kg5 Qe7+ Kf5 Qf7+ Rf6 Qh7+ Rg6 Qf7+ Kg5 Qe7+ Kh6 Qf8+ Kh5 Qh8+ Rh6 Qe8+ Qg6,C55,Italian Game: Two Knights Defense,6
1NtGvS7m,False,1488840000000.0,1488840000000.0,87,outoftime,white,7+2,nicollest,1884,cameronl86,1670,d4 Nf6 c4 e6 Nc3 Bb4 e3 Bxc3+ bxc3 d5 cxd5 exd5 Bd3 O-O Nf3 Nbd7 O-O c5 Bc2 c4 Ne5 b5 f4 Ne4 Bxe4 dxe4 a4 bxa4 Qxa4 Nb6 Qc6 Bd7 Nxd7 Qxd7 Qxe4 Rfe8 Qf3 Nd5 Bb2 Rxe3 Qf2 Rae8 Rfe1 Rxe1+ Rxe1 Rxe1+ Qxe1 h6 Qe5 a5 Qb8+ Kh7 Qa8 a4 Qa6 Nxf4 Qxc4 Ne6 Qd3+ Kg8 c4 Nf4 Qe4 Qg4 Qf3 Qxf3 gxf3 g5 d5 Kf8 Be5 Nd3 Bc3 Ke8 Kf1 Kd7 Ke2 Nc5 Kd2 Kd6 Bb4 f5 Ke3 f4+ Ke2 h5 h3,E40,Nimzo-Indian Defense: Normal Line,7
K5yJfIbC,True,1462560000000.0,1462560000000.0,72,outoftime,black,8+0,chuckrh,1640,danielpnh,1521,Nf3 d5 b3 c5 e3 a6 Bb2 Nc6 Be2 Bg4 O-O Bxf3 Bxf3 e5 d4 cxd4 exd4 e4 Be2 Nf6 c4 g6 Na3 Bg7 Nc2 O-O f3 Re8 Qd2 Rc8 Rac1 h5 fxe4 Nxe4 Qd3 Bh6 Rcd1 Qh4 Bf3 Bf4 g3 Bxg3 hxg3 Qxg3+ Kh1 Nf2+ Rxf2 Qxf2 Rd2 Qh4+ Kg2 Qg5+ Kf2 h4 Bxd5 Qf4+ Kg2 Qg5+ Kh2 Nb4 Nxb4 Re3 Qf1 Qg3+ Kh1 h3 Qxf7+ Kh8 Be6 Qe1+ Kh2 Qxd2+,A06,Nimzowitsch-Larsen Attack,3
Wcd49LsM,True,1494560000000.0,1494560000000.0,82,outoftime,black,10+0,darobertson,1673,trashmaster,1603,e4 Nf6 Nc3 Nc6 d4 d6 Bg5 e5 Nf3 g6 Bc4 Bg7 b4 O-O Nd5 exd4 b5 Ne5 Qxd4 Re8 Rd1 Nxf3+ gxf3 Nxd5 Qxg7+ Kxg7 Bxd8 Nc3 Rd3 Rxd8 Rxc3 Be6 Rg1 Bxc4 Rxc4 Re8 Rxc7 Rab8 Ke2 a6 Rd1 Rec8 Rxc8 Rxc8 bxa6 bxa6 Kd2 Rd8 Kc3 Rc8+ Kb2 f5 Rxd6 fxe4 fxe4 Rb8+ Kc1 a5 f4 Rb4 Re6 h6 c3 Rc4 Kc2 g5 f5 h5 Re5 Rc8 Rxa5 g4 a3 h4 Re5 g3 hxg3 hxg3 Rd5 g2 Rd1 Rg8,B02,Alekhine Defense,2
5F2UfE2f,True,1485230000000.0,1485230000000.0,90,outoftime,black,10+0,darobertson,1673,sielskr,1729,c4 c5 g3 Nc6 Bg2 Nf6 Nc3 g6 Nf3 Bg7 d4 cxd4 Nxd4 a6 O-O O-O Bg5 h6 Bh4 g5 Bxg5 hxg5 Nf5 Bh8 Qd2 Nh7 Ne4 d6 Nxg5 Bxf5 Nxh7 Kxh7 Qg5 Bg6 h4 e6 Qg4 Ne5 Qf4 Qf6 Qe3 Rab8 Be4 Nxc4 Qd3 Nxb2 Qc2 Bxe4 Qxe4+ Qg6 Qf4 d5 Kg2 Nc4 Rh1 Bxa1 h5 Qh6 Qh4 Bf6 Qh3 b5 f4 Rg8 Kf3 Nd2+ Ke3 Ne4 g4 d4+ Kxe4 Qg7 g5 Bxg5 fxg5 Qxg5 Qf3 Qg4+ Qxg4 Rxg4+ Ke5 Rbg8 Kf6 Rf8 Rf1 Rh4 Ke7 Rg8 Rxf7+ Rg7,A38,English Opening: Symmetrical Variation |  Full Symmetry Line,10
Ewoknaml,True,1485020000000.0,1485020000000.0,61,outoftime,white,10+0,carterlockwood,1799,darobertson,1684,e4 c5 Nf3 d6 Nc3 Nf6 Be2 Nc6 O-O a6 Re1 b5 b3 b4 Na4 Bb7 d3 e6 c4 bxc3 Nxc3 Nb4 Bg5 Be7 a3 Qa5 axb4 Qxb4 Bd2 O-O Nd5 Qb5 Nc7 Qb6 Nxa8 Rxa8 Ba5 Qc6 Qd2 d5 Rec1 dxe4 Ne5 Qd5 Qg5 exd3 Rd1 h6 Qg3 Ne4 Qf4 Ng5 f3 c4 bxc4 Qc5+ Kh1 dxe2 Re1 Nxf3 gxf3,B50,Sicilian Defense,4
I1PIQJOO,True,1485020000000.0,1485020000000.0,61,outoftime,white,10+0,carterlockwood,1500,darobertson,1694,e4 c5 Nf3 d6 Nc3 Nf6 Be2 g6 O-O Bg7 d4 cxd4 Nxd4 O-O Be3 Nbd7 h3 Ne5 f4 Ned7 Qe1 Nc5 Bf3 Qb6 Rb1 Qa5 b4 Qa3 bxc5 Qxc5 Ne6 Qc4 Nxf8 Kxf8 e5 dxe5 Bxb7 Bxb7 Rxb7 exf4 Bxf4 Qc5+ Kh1 Nh5 Be3 Bxc3 Bxc5 Bxe1 Rxe1 Ng3+ Kh2 Nf5 Bxe7+ Kg7 Ba3 Nd4 Bb2 Rd8 Bxd4+ Rxd4 Ree7,B50,Sicilian Defense,4
Bhm9FhLE,True,1479680000000.0,1479680000000.0,60,outoftime,black,10+5,kamer1905,1802,darobertson,1709,g3 Nf6 Bg2 Nc6 Nf3 b6 d4 Bb7 Ne5 e6 Nxc6 Bxc6 Bxc6 dxc6 Bg5 h6 Bf4 Ne4 c3 c5 Qd3 Qd5 dxc5 Qc6 cxb6 Nxc3 Nxc3 Qxh1+ Kd2 Qxa1 bxc7 Qxb2+ Ke3 Bc5+ Kf3 O-O Qc4 Qb4 Qd3 Qb7+ Kg4 f5+ Kh5 Be7 Qd7 Qg2 Qxe6+ Kh8 h4 Qh3 f3 Rae8 Nd5 Bxh4 Qxe8 Bxg3+ Kg6 Rxe8 Ne7 Bxf4,A00,Hungarian Opening: Indian Defense,2
BdfcFJrw,True,1479420000000.0,1479420000000.0,79,outoftime,white,12+0,matt_right_here,1778,darobertson,1722,e4 c5 c3 d6 d4 Nd7 Nf3 Ngf6 Bd3 a6 Qe2 b5 e5 c4 Be4 dxe5 dxe5 Nxe4 Qxe4 Rb8 e6 fxe6 Bf4 Rb6 Nbd2 Bb7 Qe3 g6 Rd1 Bg7 Be5 Nf6 Ne4 Bd5 Nc5 O-O Ng5 Qc8 Bxf6 Bxf6 Ncxe6 Bxe6 Qxb6 Bxg5 O-O Bg4 f3 Qe6 Qc5 Be3+ Kh1 Bxc5 Rfe1 Qf7 fxg4 Bf2 Rf1 Qf6 h3 Qb6 Kh2 Qc7+ Kh1 Qg3 Rd2 Rf3 Rd8+ Kg7 Rd7 Be3 Rxe7+ Kh6 Rxf3 Qe1+ Kh2 Bg1+ Kh1 Bf2+ Rxe1,B22,Sicilian Defense: Alapin Variation,3
tCCTuCwb,True,1479160000000.0,1479160000000.0,60,outoftime,black,10+10,darobertson,1744,thor92,1748,c4 e5 g3 f5 Bg2 Nf6 Nc3 Bc5 d3 O-O Nf3 Qe7 Bg5 c6 Qd2 d6 Rb1 a6 b4 Ba7 a4 Qf7 O-O f4 b5 cxb5 axb5 Bc5 Na4 fxg3 Nxc5 gxh2+ Nxh2 dxc5 Qe3 Nbd7 Nf3 axb5 Rxb5 Ng4 Qd2 Ra6 Nxe5 Ndxe5 Bd5 Be6 Rxb7 Qg6 Be4 Qh5 Bf4 Bc8 Bd5+ Kh8 Rb8 h6 Be4 Nf6 Bxe5 Nxe4,A20,English Opening: King's English Variation,2
5ssTjWwL,True,1479080000000.0,1479090000000.0,86,outoftime,black,20+0,darobertson,1769,tohaimr,1838,c4 e5 g3 Nf6 Bg2 Bc5 Nc3 c6 d3 Ng4 Ne4 Qb6 Nxc5 Qxc5 e3 d6 Bh3 f5 Qf3 O-O Ne2 Na6 a3 Qb6 b4 Be6 O-O d5 Bb2 dxc4 dxc4 Bxc4 Bxg4 fxg4 Qxg4 Bxe2 Qxe2 Qc7 Rad1 c5 b5 Nb8 Qc4+ Kh8 f4 exf4 exf4 Nd7 Rfe1 Nf6 Be5 Qb6 Bxf6 Rxf6 Qe4 Rg8 a4 h6 Kh1 Qc7 Qe7 Rf7 Qxc7 Rxc7 Re5 c4 Rc1 Rgc8 Kg2 c3 Kf2 c2 Ke3 Rd7 Rxc2 Rxc2 Re8+ Kh7 Kf3 h5 Ke4 Rc4+ Kf5 Rxa4 Kg5 g6,A20,English Opening: King's English Variation,2
geaOL2nm,True,1460310000000.0,1460310000000.0,74,outoftime,black,7+2,majid81,1791,joris42,1867,d4 Nf6 Bf4 g6 e3 Bg7 Nf3 c5 dxc5 Ne4 c3 O-O h4 h6 g4 Nc6 h5 g5 Bg3 Nxg3 fxg3 Qc7 Kf2 Ne5 Nbd2 Nxg4+ Ke2 Qxg3 Rg1 Qf2+ Kd3 Qxe3+ Kc2 Qxg1 Nxg1 Ne3+ Kb3 Nxd1 Rxd1 f5 Bc4+ e6 Ndf3 f4 Bd3 g4 Nh4 f3 Rf1 f2 Ne2 Be5 Ng6 g3 Nxf8 g2 Rxf2 b6 Ng6 Bg7 Rxg2 bxc5 Ne7+ Kf7 Nxc8 Rxc8 Bg6+ Ke7 Bd3 Bf6 Rg6 d5 Rxh6 c4+,A45,Indian Game,2
cOhBFfXt,False,1503810000000.0,1503820000000.0,77,outoftime,white,5+6,rilesw,1689,romarcin,1703,e4 c5 Nf3 d6 Bc4 e5 Nc3 g6 O-O Bg7 Re1 Nf6 a3 O-O b4 b6 Nd5 Bb7 Bb2 Nc6 Nxf6+ Bxf6 b5 Nd4 Nxd4 cxd4 d3 Rc8 a4 d5 exd5 Bxd5 Ba2 Bxa2 Rxa2 Qd5 Ra1 Qc5 Ba3 Qxc2 Bxf8 Kxf8 Qf3 Bg7 h3 f5 Red1 Re8 Qc6 Qe2 Qd6+ Kg8 Qd5+ Kh8 Qd7 Rf8 Qxa7 e4 dxe4 fxe4 Rf1 d3 Qxb6 d2 Rad1 Qd3 Qe3 Qxe3 fxe3 Rxf1+ Rxf1 Bc3 b6 Ba5 b7 Bc7 Rd1,B50,Sicilian Defense,4
Z7GgUm8d,True,1496690000000.0,1496690000000.0,79,outoftime,white,15+0,vova111,1550,chessmolester,1763,c4 c6 Nc3 d5 d4 Bg4 h3 Bh5 Qc2 Nf6 Qf5 e6 Qg5 h6 Qe3 Bb4 Bd2 Bxc3 Bxc3 dxc4 Bb4 Nd5 Qa3 Na6 Bd2 Nac7 e4 Nb5 Qg3 Nxd4 Rc1 Nf6 Qxg7 Rh7 Qg3 Bg6 Bxc4 Nxe4 Qa3 Nd6 Qc3 Ne4 Qe3 Nxd2 Qxd2 b5 Bb3 a5 Bd1 a4 Nf3 Nf5 Qxd8+ Rxd8 O-O Rc8 Ne5 Nd4 Nxg6 fxg6 Bf3 Kd7 Kh2 Nxf3+ gxf3 Rf8 Kg2 Rhf7 Rc3 b4 Re3 a3 b3 Kd6 Rd1+ Kc5 Rc1+ Kb6 Rd1,D10,Slav Defense #2,5
OPzeKLo0,False,1490240000000.0,1490250000000.0,28,outoftime,black,5+60,justindong,1500,kastorcito,1500,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Nd5 Nxd5 exd5 Nb8 c4 Nd7 Bd3 a6 Nc3 Be7 O-O O-O b4 a5 bxa5 Qxa5,B33,Sicilian Defense: Lasker-Pelikan Variation,10
jBociXkr,False,1489340000000.0,1489350000000.0,27,outoftime,white,5+60,kastorcito,1500,justindong,1500,e4 d5 exd5 Qxd5 Nc3 Qd8 g3 Nf6 Bg2 c6 h3 Bf5 Nf3 e6 d4 Bd6 Ne2 Nbd7 c4 Qe7 O-O O-O g4 Be4 Ng3 Bxf3 Qxf3,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
i9bwQmxP,True,1504120000000.0,1504120000000.0,64,outoftime,black,10+0,paperknight,1648,egor_korsakov,1698,e4 e5 d3 Nf6 f4 exf4 Bxf4 Bc5 c3 d6 Nd2 Bg4 Be2 Bxe2 Qxe2 Nc6 Bg5 h6 Bh4 Qd7 Bxf6 gxf6 O-O-O O-O-O d4 Bb6 Nb3 Na5 Qc2 Nc4 Kb1 Ne3 Qe2 Nxd1 Qxd1 Rhg8 g3 Qc6 d5 Qc4 Qf3 Rg6 Ne2 Re8 Ned4 Bxd4 Nxd4 Qa4 Rf1 a6 Qf2 Qc4 Nf5 Qd3+ Ka1 Qxe4 Qa7 Qe2 Rb1 Qb5 Qa8+ Kd7 Qa7 Qb6,C20,King's Pawn Game: Leonardis Variation,3
ZNZALdFK,True,1501790000000.0,1501790000000.0,123,outoftime,white,10+0,egor_korsakov,1679,newtnewt,1694,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 d6 h3 Na5 Bb3 Nxb3 axb3 Qf6 O-O Qg6 Kh1 Be6 Nb5 Bb6 Bd2 Ne7 Ba5 O-O Bxb6 cxb6 Nc7 Rac8 Nxe6 fxe6 Rxa7 Rc7 Ra1 Nc6 Nh4 Qg5 Nf3 Qg6 Nh4 Qf6 Nf3 Rcf7 Qe2 Nd4 Nxd4 exd4 b4 Qh4 f3 d5 Qf2 Qf6 Rae1 dxe4 Rxe4 e5 Rfe1 Re8 Qg3 Qc6 Rxe5 Rxe5 Qxe5 Qxc2 Qxd4 Qc6 Qc4 Qc7 Qxc7 Rxc7 f4 Rc2 Re3 Rxb2 Re7 Rxb4 Rxb7 Rxf4 Rxb6 Rd4 Rb3 g5 Rc3 Kf7 Kg1 h5 Kf2 Kf6 Ke3 Rd8 Rc4 Kf5 d4 Rd5 Rc5 Ke6 Rxd5 Kxd5 Kd3 g4 hxg4 hxg4 g3 Kd6 Ke4 Ke6 d5+ Kd6 Kd4 Kd7 Ke5 Ke7 d6+ Kd7 Kd5 Kd8 Ke6 Ke8 Kf5 Kd7 Kxg4,C50,Italian Game: Giuoco Pianissimo,7
7H5KigF4,True,1476030000000.0,1476030000000.0,52,outoftime,black,20+3,nuffsaidm8,1631,kito19,1593,d4 d6 c4 Bd7 Nc3 h6 Nf3 Nc6 d5 Ne5 Nxe5 dxe5 e4 Nf6 Bd3 a6 O-O g5 Qb3 Qc8 c5 Bg7 Qc4 O-O c6 bxc6 dxc6 Be6 Nd5 Bxd5 exd5 Ne8 Qb4 Nd6 g3 Rb8 Qa3 e4 Bxa6 Qg4 f3 Qh3 fxe4 Bd4+ Be3 Bxb2 Qc5 Bxa1 Rxa1 Rb2 Bf2 Nxe4,A41,Old Indian Defense,3
VdQFdHSj,True,1460840000000.0,1460850000000.0,23,outoftime,white,20+3,katusha666,1503,nuffsaidm8,1664,e4 e6 Nf3 d5 Nc3 c5 d4 dxe4 Nxe4 b6 Be2 Be7 O-O Ba6 c4 Nf6 Qd3 O-O Ne5 Bb7 Be3 Bxe4 Qd2,C00,French Defense: Two Knights Variation,5
9rz8txms,True,1458080000000.0,1458080000000.0,49,outoftime,white,10+0,blearner,1783,donutsaredelish,1847,Nf3 Nf6 g3 g6 Bg2 Bg7 d4 d5 O-O O-O Nbd2 e6 c4 c6 Rb1 Nbd7 b3 b6 Bb2 a5 Re1 Ba6 Qc2 Rc8 e4 dxe4 Nxe4 b5 Ba3 Re8 Nd6 Qc7 Nxe8 Rxe8 cxb5 Bxb5 Bb2 Nd5 Ne5 Nxe5 dxe5 Nb4 Qe4 Bd3 Qe3 Bxb1 Rxb1 Rd8 a3,A05,King's Indian Attack: Symmetrical Defense,4
bljrotq7,True,1455250000000.0,1455250000000.0,104,outoftime,black,5+10,call2jas,1754,icelandicponzi,1824,e4 d5 exd5 Nf6 c4 e6 dxe6 Bxe6 b3 Qe7 Bb2 Bxc4+ Ne2 Bd3 Bxf6 Qxf6 Nec3 Bc5 Qf3 Qxf3 gxf3 Bxf1 Rxf1 O-O Nd5 Na6 Nbc3 c6 Ne3 Nb4 Kd1 Nd3 Kc2 Nb4+ Kd1 f5 a3 Nd3 Kc2 Ne5 f4 Ng4 h3 Nxe3+ fxe3 Rad8 Rad1 Bxa3 Rf2 a6 Rg2 Bb4 Rdg1 Rf7 d3 Bc5 Rg3 Re8 Kd2 Bb4 Kc2 Bc5 Nd1 b5 Kd2 a5 Nf2 Bb4+ Kc2 a4 bxa4 bxa4 d4 Rb8 Nd3 Bd6 Ne5 Bxe5 fxe5 a3 Ra1 Rb2+ Kc3 Rbb7 Rg2 Ra7 Rga2 Rfe7 Rxa3 Rxa3+ Rxa3 Kf7 Kc4 g5 Kc5 Re6 Ra6 g4 hxg4 fxg4 Ra1 Kg6 Rg1 h5,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
L5Fsi5vf,True,1407880000000.0,1407880000000.0,36,outoftime,black,2+10,seifca90,1500,mscarokann,1707,d4 Nf6 e3 e6 Nf3 c5 Bc4 b6 b3 Bb7 Nc3 a6 O-O Be7 d5 exd5 Bxd5 Nxd5 Nxd5 Nc6 Ba3 O-O b4 cxb4 Bb2 a5 Bd4 Bc5 Ne5 Nxd4 exd4 Bxd5 dxc5 Bxg2 cxb6 Qg5,A46,Yusupov-Rubinstein System,5
zd5p6Biq,True,1500470000000.0,1500470000000.0,75,outoftime,white,10+0,jovaneli,1561,adatene,1589,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Nc3 O-O Bc4 Qc7 Bb3 a6 f3 Nc6 Nxc6 bxc6 Qd2 d6 h4 e5 O-O-O Rd8 h5 Nxh5 g4 Nf6 Bh6 Be6 Bxe6 fxe6 Bg5 Qe7 a3 d5 Qe2 d4 Na2 c5 Rh2 Kf7 Bxf6 Bxf6 Rxh7+ Bg7 Kb1 Rdb8 Qf2 c4 Nb4 a5 Nc6 Qxa3 Nxe5+ Kg8 Nxc4 Qb4 Rxg7+ Kxg7 b3 Qxc4 Rxd4 Qc3 Rd7+ Kf6 Qd4+ Qxd4 Rxd4 Rd8 Rc4 Rd1+ Kb2,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
NrrjmNJ2,True,1500430000000.0,1500430000000.0,86,outoftime,black,10+0,adatene,1621,edjord24,1650,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6 Nxc6 bxc6 Bd3 g6 O-O Bg7 f4 O-O Be3 Bd7 f5 c5 h3 Bc6 g4 Qc7 g5 Nh5 Nd5 Bxd5 exd5 c4 Be4 Bxb2 Rb1 Be5 Qf3 c3 Rbd1 Qc4 Bd3 Qxa2 Ra1 Qb2 Rfb1 Qxa1 Rxa1 a5 Bb5 Rab8 Bd3 Ra8 Bb6 a4 Ra3 Nf4 Be4 Nh5 Bf2 Ng7 Be1 Nh5 Bxc3 Bxc3 Rxc3 a3 Rxa3 Rab8 Qd1 Nf4 f6 Nxh3+ Kg2 Nxg5 fxe7 Rfe8 Ra7 Nxe4 Qf3 f5 Qh3 Rb2 Kf3 Rxc2 Kf4 Rc4,B56,Sicilian Defense: Classical Variation,10
1KRUjwfk,True,1500300000000.0,1500310000000.0,92,outoftime,black,10+0,adatene,1637,zsocesz,1630,e4 e5 Nf3 Nf6 Nc3 Bb4 d3 Bxc3+ bxc3 d5 Nxe5 dxe4 d4 O-O Bg5 Nbd7 Nxd7 Bxd7 Bc4 h6 h4 hxg5 hxg5 Ng4 Qe2 Qxg5 Rh3 e3 Qd3 exf2+ Kf1 Ne3+ Rxe3 Rfe8 Rf3 Re6 Bxe6 fxe6 Kxf2 Bc6 Rg1 Bxf3 gxf3 Qh4+ Rg3 Rf8 d5 exd5 Qxd5+ Kh8 Qd7 Rg8 Kg2 g5 Rh3 Rg7 Qd4 Kg8 Rxh4 gxh4+ Kf2 h3 Qd8+ Kh7 Qd3+ Kg8 Qd5+ Kh7 Qe4+ Kg8 Qe6+ Kh7 Qxh3+ Kg8 Qc8+ Kh7 Qf5+ Kg8 c4 Rf7 Qg4+ Rg7 Qd4 c6 Qxa7 b5 cxb5 Rxa7 bxc6 Rc7 a4 Rxc6,C42,Russian Game: Three Knights Game,5
Qp6HUC6i,True,1500210000000.0,1500210000000.0,49,outoftime,white,10+0,adatene,1653,racingcbav,1684,e4 e5 Nf3 Nc6 d4 Bb4+ Nc3 Nxd4 Nxd4 exd4 Qxd4 Bxc3+ bxc3 Qf6 Qe3 d6 Bd3 Ne7 O-O Qxc3 Bd2 Qb3 cxb3 O-O Qg3 Ng6 f4 Bd7 e5 Ne7 exd6 cxd6 Qh4 Nf5 Bxf5 Bxf5 Bc3 h6 g4 Be6 g5 hxg5 Qxg5 f6 Qh5 Bf7 Qg4 Rae8 Bxf6,C44,Scotch Game,5
h4pZriXb,True,1500140000000.0,1500140000000.0,83,outoftime,white,10+0,halonite,1581,adatene,1657,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Qxf3 Qxd4 Be3 Qd8 Bd3 Bg4 Qg3 g6 Nge2 Bg7 O-O-O Qc8 Nb5 Nd5 Bc4 Nxe3 Qxe3 O-O Qxe7 Nc6 Qc5 a6 Nbc3 Ne5 Bb3 b6 Qf2 c5 Nd5 Qb7 Qg3 c4 Bxc4 Nxc4 b3 Bxe2 Rde1 Qxd5 Rxe2 Na3 Rd1 Qb5 c4 Nxc4 bxc4 Qxc4+ Rc2 Qa4 h4 Rac8 Qf2 Rxc2+ Qxc2 Qxh4 a4 Qg4 Rd2 Rc8 Kb1 Rxc2 Rxc2 Qb4+ Kc1 Qxa4 Rc8+ Bf8 Rc2 Qa1+ Kd2 b5 Kd3 Qg7 Rc8 Qe5 Kc2,D00,Blackmar-Diemer Gambit: Ryder Gambit,9
4FBIVMEA,True,1446000000000.0,1446000000000.0,39,outoftime,white,10+0,hannibal66,1679,tarnanas,1565,e4 e5 f4 exf4 Nf3 Nf6 d4 Nxe4 Bxf4 Be7 Nbd2 Ng5 Qe2 O-O O-O-O Re8 Qd3 d6 h4 Nxf3 Nxf3 Bg4 h5 h6 Qd2 Nc6 c3 Bxf3 gxf3 Na5 Rg1 Kh8 Bxh6 g6 hxg6 Rg8 g7+ Kh7 Bd3+,C34,King's Gambit Accepted |  Schallopp Defense,6
zXetrBr9,True,1453940000000.0,1453940000000.0,53,outoftime,white,5+10,dpoty,1580,ebram,1520,b3 e5 Bb2 Nc6 e3 d5 d4 e4 Nc3 Nf6 f3 Bb4 Qd2 Nh5 O-O-O exf3 Nxf3 Bg4 Bd3 Nf6 Bb5 a6 Bxc6+ bxc6 h3 Bf5 Ne5 c5 a3 cxd4 axb4 dxc3 Bxc3 Ne4 Qe1 Qe7 Nf3 Rb8 Rxd5 Nxc3 Qxc3 Rxb4 Rxf5 O-O Rg5 f6 Rc5 Rb7 Qc4+ Kh8 e4 Rd8 g4,A01,Nimzo-Larsen Attack: Modern Variation #4,5
evVDZVmq,True,1453940000000.0,1453940000000.0,64,outoftime,black,5+10,ebram,1530,dpoty,1568,e4 a6 Bc4 b5 Bd5 c6 Bb3 d5 e5 f6 d4 e6 Nf3 fxe5 Nxe5 Bb4+ c3 Bd6 Qh5+ g6 Nxg6 Nf6 Qh6 Rg8 Nh4 Bf8 Qf4 Rg4 Qe5 Re4+ Qxe4 dxe4 O-O Kf7 Bg5 Kg8 Re1 Qc7 Bxf6 Bd6 g3 Qf7 Bg5 c5 Rxe4 c4 Bd1 Bb7 Rf4 Bxf4 Bxf4 Bd5 Nd2 Nc6 Ndf3 Rd8 Ng5 Qd7 Bh5 Rf8 Be3 e5 dxe5 Nxe5,B00,St. George Defense,2
9dTUGknK,True,1501080000000.0,1501080000000.0,74,outoftime,black,10+0,mehmetali_t,1518,anoona,1603,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 c5 Nf3 g6 e5 Nfd7 exd6 Bxd6 Qxd6 Qf6 Qxf6 Nxf6 Bg5 Nbd7 Bxf6 Nxf6 O-O-O O-O Na4 b6 Rd6 Ne4 Rd5 Be6 Re5 Nxf2 Rg1 Ng4 Re4 Bf5 Rf4 Ne3 c3 h6 g4 Nxg4 h3 Ne3 Kd2 Rae8 Bb5 Re7 Re1 Rd8+ Kc1 g5 Rxf5 Nxf5 Rxe7 Nxe7 Ne5 f6 Nc6 Nxc6 Bxc6 Rd3 Bg2 Rg3 Bf1 Kf7 b4 cxb4 cxb4 h5 Bc4+ Ke7,C41,Philidor Defense: Exchange Variation,8
EiAbCtAi,True,1456150000000.0,1456150000000.0,69,outoftime,white,10+0,gamingprof,1506,gui84,1605,e4 e5 Nf3 d6 Nc3 Nf6 Bc4 h6 d4 Nc6 d5 Na5 Bd2 Nxc4 b3 Nb6 O-O Be7 Qe2 O-O Rad1 Bg4 h3 Bh5 g4 Nxg4 hxg4 Bxg4 Kh1 Bh4 Rg1 h5 Qe3 Qf6 Nxh4 Qxh4+ Kg2 Bxd1 Kf1 Bg4 Qe1 Bh3+ Ke2 g6 Bh6 Rfc8 Rg3 Bg4+ Kd2 c5 Qg1 c4 f3 cxb3 cxb3 Rxc3 Kxc3 Rc8+ Kb4 Nd7 fxg4 Qd8 gxh5 a6 Rxg6+ Kh7 Rg7+ Kxh6 Qg5+,C41,Philidor Defense #2,4
